Age,Gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_Influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction
20-35,Others,Less than 6 months,Smartphone,Free (ad-supported),No,None,Podcast,Melody,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling, Workout session, leisure time","Playlists, Radio, Others",3,Daily,Stories ,Story telling,Both,Shorter,Ok
35-60,Male,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Old songs,Afternoon,"Uplifting and motivational, Sadness or melancholy","While Traveling, Before bed ","Playlists, Radio, Others",5,Daily,Finance related and current affairs,Conversational,Both,None,Dissatisfied
13-20,Male,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Kpop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy",Random ,"Playlists, Radio",2,Never,Murder Mystery ,None,None,None,Dissatisfied
35-60,Female,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Kpop,Afternoon,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Workout session, leisure time","recommendations, Others",3,Never,None,Story telling,unknown Podcasters,Shorter,Very Satisfied
60+,Female,Less than 6 months,"Computer or laptop, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Old songs,Night,Relaxation and stress relief,"While Traveling, Before bed ","recommendations, Radio",2,Several times a week,Self help,Educational,None,Longer,Satisfied
60+,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Melody,Morning,Sadness or melancholy,Study Hours,"recommendations, Playlists, Radio, Others",4,Once a week,Everything,Story telling,unknown Podcasters,None,Ok
20-35,Male,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Music,Old songs,Night,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, Workout session","Others, Social media",5,Once a week,Spiritual and devotional,Conversational,None,Longer,Dissatisfied
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Premium (paid subscription),No,Student Plan-Rs 59/month,Music,Melody,Afternoon,"Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session",recommendations,1,Rarely,Novels,None,None,Shorter,Ok
60+,Male,Less than 6 months,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,"Classical & melody, dance",Morning,Uplifting and motivational,"Office hours, Study Hours, While Traveling, Workout session","recommendations, Radio",1,Never,Informative stuff,None,unknown Podcasters,Shorter,Very Satisfied
20-35,Male,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Morning,Uplifting and motivational,"Office hours, While Traveling, Workout session, leisure time","recommendations, Others, Social media",2,Never,Lifestyle and Health,Interview,None,Shorter,Satisfied
13-20,Male,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,"Classical & melody, dance",Afternoon,"Relaxation and stress relief, Sadness or melancholy",leisure time,Playlists,2,Rarely,Health and Fitness,Conversational,unknown Podcasters,None,Very Dissatisfied
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,Pop,Morning,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, ","recommendations,Others, Social media",4,Never,Everything,Educational,unknown Podcasters,Both,Very Satisfied
60+,Others,Less than 6 months,Smart speakers or voice assistants,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Podcast,Rock,Afternoon,"Relaxation and stress relief, Uplifting and motivational","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists",2,Once a week,Dance and Relevant cases ,Educational,None,None,Satisfied
20-35,Male,Less than 6 months,"Smartphone, Computer or laptop",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,All,Afternoon,"Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, Workout session","Playlists, Radio",4,Rarely,Health and Fitness,None,None,None,Satisfied
20-35,Male,6 months to 1 year,Computer or laptop,Premium (paid subscription),Yes,Family Plan-Rs 179/month,Podcast,All,Afternoon,"Relaxation and stress relief, Social gatherings or parties","Office hours, Workout session","Others, Friends",2,Rarely,Spiritual and devotional,Conversational,Both,Longer,Very Satisfied
13-20,Female,6 months to 1 year,Computer or laptop,Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Old songs,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, leisure time","recommendations,Others, Social media",4,Never,Food and cooking,Conversational,unknown Podcasters,Shorter,Ok
60+,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,None,Podcast,Rock,Morning,"Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Radio, Others",4,Once a week,Dance and Relevant cases ,Conversational,None,None,Satisfied
20-35,Others,6 months to 1 year,Computer or laptop,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Morning,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, Workout session","Playlists, Radio, Others",3,Daily,General knowledge ,Story telling,None,None,Ok
20-35,Male,6 months to 1 year,"Smartphone, Computer or laptop",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,classical,Morning,Relaxation and stress relief,"Office hours,Study Hours, While Traveling, leisure time","Others, Friends",4,Rarely,Everything,Story telling,None,Shorter,Very Dissatisfied
13-20,Female,1 year to 2 years,Smart speakers or voice assistants,Premium (paid subscription),Yes,None,Podcast,All,Afternoon,"Relaxation and stress relief, Social gatherings or parties","Office hours,Study Hours, While Traveling, leisure time","Others, Search",5,Several times a week,Health and Fitness,Interview,Both,None,Ok
35-60,Others,1 year to 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),No,Individual Plan- Rs 119/ month,Podcast,Pop,Afternoon,"Uplifting and motivational, Social gatherings or parties","Study Hours, leisure time","recommendations, Radio",5,Daily,"Political, informative, topics that interests me",Educational,Well known individuals,Shorter,Very Dissatisfied
13-20,Female,6 months to 1 year,"Computer or laptop, Smart speakers or voice assistants",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Podcast,Kpop,Night,"Relaxation and stress relief, Social gatherings or parties",Workout session,"Radio, Others",4,Rarely,Informative stuff,None,Both,Both,Dissatisfied
20-35,Others,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),Yes,Duo plan- Rs 149/month,Podcast,All,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, Workout session","recommendations,Others, Social media",1,Never,Informative stuff,Story telling,Well known individuals,Longer,Satisfied
35-60,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Duo plan- Rs 149/month,Music,classical,Night,Social gatherings or parties,"Study Hours, While Traveling","recommendations, Playlists, Radio, Others",1,Rarely,Everything,Interview,Both,Shorter,Very Satisfied
13-20,Male,1 year to 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Duo plan- Rs 149/month,Podcast,trending songs random,Morning,"Uplifting and motivational, Social gatherings or parties","Study Hours, While Traveling, leisure time","Radio, Others",1,Rarely,Comedy,Conversational,unknown Podcasters,Shorter,Dissatisfied
35-60,Male,1 year to 2 years,"Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Pop,Afternoon,Relaxation and stress relief,"While Traveling, Workout session, leisure time","Playlists, Others",2,Several times a week,None,Interview,unknown Podcasters,Longer,Dissatisfied
20-35,Others,1 year to 2 years,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),No,Family Plan-Rs 179/month,Music,Pop,Afternoon,Social gatherings or parties,"Study Hours, While Traveling, leisure time","recommendations,Others, Social media",5,Daily,Informative stuff,Story telling,Both,Shorter,Satisfied
20-35,Others,6 months to 1 year,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Electronic/Dance,Afternoon,"Relaxation and stress relief, Sadness or melancholy","Office hours, While Traveling, ",Radio,1,Once a week,Novels,Educational,None,Longer,Ok
13-20,Female,More than 2 years,"Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Rap,Morning,Social gatherings or parties,"Office hours, Study Hours, While Traveling, leisure time","Playlists, Others",3,Rarely,Lifestyle and Health,None,Well known individuals,None,Ok
13-20,Male,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,"Classical & melody, dance",Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","Office hours, While Traveling, Workout session, leisure time","recommendations, Radio, Others",3,Never,Novels,None,None,Longer,Dissatisfied
20-35,Female,Less than 6 months,"Computer or laptop, Wearable devices",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,classical,Afternoon,"Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling, leisure time","Playlists, Radio",5,Daily,Spiritual and devotional,Interview,None,Longer,Very Dissatisfied
13-20,Others,1 year to 2 years,"Smartphone, Computer or laptop, Wearable devices",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,"Classical & melody, dance",Afternoon,"Relaxation and stress relief, Uplifting and motivational","Office hours,Study Hours, While Traveling, leisure time",Others,5,Never,Lifestyle and Health,Story telling,Well known individuals,Shorter,Satisfied
20-35,Female,Less than 6 months,Computer or laptop,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Rock,Morning,"Uplifting and motivational, Social gatherings or parties",Social gatherings ,"recommendations, Playlists, Radio",1,Never,Lifestyle and Health,Conversational,Well known individuals,Longer,Satisfied
20-35,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Family Plan-Rs 179/month,Music,Rap,Afternoon,"Uplifting and motivational, Social gatherings or parties","Office hours, While Traveling",Others,2,Daily,"Political, informative, topics that interests me",Conversational,unknown Podcasters,Longer,Satisfied
13-20,Others,Less than 6 months,Wearable devices,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Podcast,Electronic/Dance,Morning,"Sadness or melancholy, Social gatherings or parties",Random ,"recommendations, Playlists",5,Never,Comedy,Conversational,None,Both,Satisfied
20-35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,trending songs random,Afternoon,Uplifting and motivational,"Office hours, Study Hours, While Traveling","recommendations, Playlists",5,Daily,Murder Mystery ,Educational,unknown Podcasters,Longer,Ok
20-35,Others,More than 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),No,Family Plan-Rs 179/month,Music,Pop,Morning,Sadness or melancholy,Study Hours,"recommendations, Playlists",1,Never,Finance related and current affairs,Conversational,unknown Podcasters,Longer,Satisfied
13-20,Others,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Family Plan-Rs 179/month,Podcast,classical,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session","Others, Friends",3,Rarely,Sports,Educational,Well known individuals,None,Very Dissatisfied
35-60,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium (paid subscription),No,Duo plan- Rs 149/month,Podcast,Kpop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours,Study Hours, While Traveling, leisure time",Others,4,Several times a week,Everything,Conversational,Both,None,Ok
